ORCA_URN	AnalyzedText	ExemplarUrn	Analysis	TextDeformation	Sequence
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7580	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@τοῦ[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.31	urn:cite2:fufolio:tokenTypes.v1:word	τοῦ	7580
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7581	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@μηχανικοῦ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.32	urn:cite2:fufolio:tokenTypes.v1:word	μηχανικοῦ	7581
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7582	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@παρ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.33	urn:cite2:fufolio:tokenTypes.v1:word	παρ	7582
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7583	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@ασχ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.34	urn:cite2:fufolio:tokenTypes.v1:word	<ασχ>	7583
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7584	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@όντος[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.35	urn:cite2:fufolio:tokenTypes.v1:word	όντος	7584
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7585	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@,[3]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.36	urn:cite2:fufolio:tokenTypes.v1:punc	,	7585
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7586	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@ὃν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.37	urn:cite2:fufolio:tokenTypes.v1:word	ὃν	7586
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7587	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@χωλὸν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.38	urn:cite2:fufolio:tokenTypes.v1:word	χωλὸν	7587
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7588	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@ὄντα[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.39	urn:cite2:fufolio:tokenTypes.v1:word	ὄντα	7588
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7589	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@καὶ[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.40	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	7589
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7590	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@φορείῳ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.41	urn:cite2:fufolio:tokenTypes.v1:word	φορείῳ	7590
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7591	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@πρὸς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.42	urn:cite2:fufolio:tokenTypes.v1:word	πρὸς	7591
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7592	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@τὰ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.43	urn:cite2:fufolio:tokenTypes.v1:word	τὰ	7592
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7593	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@κατεπείγοντα[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.44	urn:cite2:fufolio:tokenTypes.v1:word	κατεπείγοντα	7593
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7594	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@τῶν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.45	urn:cite2:fufolio:tokenTypes.v1:word	τῶν	7594
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7595	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@ἔργων[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.46	urn:cite2:fufolio:tokenTypes.v1:word	ἔργων	7595
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7596	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@προσκομιζόμενον[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.47	urn:cite2:fufolio:tokenTypes.v1:word	προσκομιζόμενον	7596
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7597	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@ὀνομασθῆναι[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.48	urn:cite2:fufolio:tokenTypes.v1:word	ὀνομασθῆναι	7597
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7598	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@Περιφόρητον[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.49	urn:cite2:fufolio:tokenTypes.v1:word	Περιφόρητον	7598
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7599	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.3@.[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.3.50	urn:cite2:fufolio:tokenTypes.v1:punc	.	7599
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7600	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@τοῦτο[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.1	urn:cite2:fufolio:tokenTypes.v1:word	τοῦτο	7600
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7601	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@μὲν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.2	urn:cite2:fufolio:tokenTypes.v1:word	μὲν	7601
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7602	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@οὖν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.3	urn:cite2:fufolio:tokenTypes.v1:word	οὖν	7602
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7603	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@Ἡρακλείδης[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.4	urn:cite2:fufolio:tokenTypes.v1:word	Ἡρακλείδης	7603
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7604	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@ὁ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.5	urn:cite2:fufolio:tokenTypes.v1:word	ὁ	7604
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7605	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@Ποντικὸς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.6	urn:cite2:fufolio:tokenTypes.v1:word	Ποντικὸς	7605
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7606	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@ἐλέγχει[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.7	urn:cite2:fufolio:tokenTypes.v1:word	ἐλέγχει	7606
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7607	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@τοῖς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.8	urn:cite2:fufolio:tokenTypes.v1:word	τοῖς	7607
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7608	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@Ἀνακρέοντος[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.9	urn:cite2:fufolio:tokenTypes.v1:word	Ἀνακρέοντος	7608
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7609	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@ποιήμασιν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.10	urn:cite2:fufolio:tokenTypes.v1:word	ποιήμασιν	7609
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7610	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@ἐν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.11	urn:cite2:fufolio:tokenTypes.v1:word	ἐν	7610
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7611	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@οἷς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.12	urn:cite2:fufolio:tokenTypes.v1:word	οἷς	7611
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7612	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@ὁ[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.13	urn:cite2:fufolio:tokenTypes.v1:word	ὁ	7612
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7613	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@περιφόρητος[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.14	urn:cite2:fufolio:tokenTypes.v1:word	περιφόρητος	7613
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7614	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@Ἀρτέμων[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.15	urn:cite2:fufolio:tokenTypes.v1:word	Ἀρτέμων	7614
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7615	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@ὀνομάζεται[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.16	urn:cite2:fufolio:tokenTypes.v1:word	ὀνομάζεται	7615
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7616	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@πολλαῖς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.17	urn:cite2:fufolio:tokenTypes.v1:word	πολλαῖς	7616
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7617	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@ἔμπροσθεν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.18	urn:cite2:fufolio:tokenTypes.v1:word	ἔμπροσθεν	7617
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7618	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@ἡλικίαις[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.19	urn:cite2:fufolio:tokenTypes.v1:word	ἡλικίαις	7618
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7619	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@τοῦ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.20	urn:cite2:fufolio:tokenTypes.v1:word	τοῦ	7619
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7620	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@περὶ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.21	urn:cite2:fufolio:tokenTypes.v1:word	περὶ	7620
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7621	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@Σάμον[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.22	urn:cite2:fufolio:tokenTypes.v1:word	Σάμον	7621
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7622	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@πολέμου[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.23	urn:cite2:fufolio:tokenTypes.v1:word	πολέμου	7622
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7623	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@καὶ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.24	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	7623
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7624	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@τῶν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.25	urn:cite2:fufolio:tokenTypes.v1:word	τῶν	7624
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7625	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@πραγμάτων[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.26	urn:cite2:fufolio:tokenTypes.v1:word	πραγμάτων	7625
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7626	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@ἐκείνων[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.27	urn:cite2:fufolio:tokenTypes.v1:word	ἐκείνων	7626
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7627	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@·[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.28	urn:cite2:fufolio:tokenTypes.v1:punc	·	7627
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7628	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@τὸν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.29	urn:cite2:fufolio:tokenTypes.v1:word	τὸν	7628
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7629	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@δ'[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.30	urn:cite2:fufolio:tokenTypes.v1:word	δ'	7629
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7630	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@Ἀρτέμωνά[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.31	urn:cite2:fufolio:tokenTypes.v1:word	Ἀρτέμωνά	7630
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7631	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@φησι[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.32	urn:cite2:fufolio:tokenTypes.v1:word	φησι	7631
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7632	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@τρυφερόν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.33	urn:cite2:fufolio:tokenTypes.v1:word	τρυφερόν	7632
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7633	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@τινα[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.34	urn:cite2:fufolio:tokenTypes.v1:word	τινα	7633
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7634	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@τῷ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.35	urn:cite2:fufolio:tokenTypes.v1:word	τῷ	7634
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7635	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@βίῳ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.36	urn:cite2:fufolio:tokenTypes.v1:word	βίῳ	7635
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7636	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@καὶ[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.37	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	7636
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7637	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@πρὸς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.38	urn:cite2:fufolio:tokenTypes.v1:word	πρὸς	7637
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7638	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@τοὺς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.39	urn:cite2:fufolio:tokenTypes.v1:word	τοὺς	7638
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7639	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@φόβους[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.40	urn:cite2:fufolio:tokenTypes.v1:word	φόβους	7639
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7640	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@μαλακὸν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.41	urn:cite2:fufolio:tokenTypes.v1:word	μαλακὸν	7640
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7641	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@ὄντα[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.42	urn:cite2:fufolio:tokenTypes.v1:word	ὄντα	7641
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7642	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@καὶ[3]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.43	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	7642
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7643	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@καταπλῆγα[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.44	urn:cite2:fufolio:tokenTypes.v1:word	καταπλῆγα	7643
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7644	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@τὰ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.45	urn:cite2:fufolio:tokenTypes.v1:word	τὰ	7644
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7645	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@πολλὰ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.46	urn:cite2:fufolio:tokenTypes.v1:word	πολλὰ	7645
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7646	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@μὲν[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.47	urn:cite2:fufolio:tokenTypes.v1:word	μὲν	7646
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7647	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@οἴκοι[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.48	urn:cite2:fufolio:tokenTypes.v1:word	οἴκοι	7647
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7648	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@καθέζεσθαι[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.49	urn:cite2:fufolio:tokenTypes.v1:word	καθέζεσθαι	7648
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7649	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@,[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.50	urn:cite2:fufolio:tokenTypes.v1:punc	,	7649
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7650	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@χαλκῆν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.51	urn:cite2:fufolio:tokenTypes.v1:word	χαλκῆν	7650
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7651	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@ἀσπίδα[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.52	urn:cite2:fufolio:tokenTypes.v1:word	ἀσπίδα	7651
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7652	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@τῆς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.53	urn:cite2:fufolio:tokenTypes.v1:word	τῆς	7652
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7653	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@κεφαλῆς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.54	urn:cite2:fufolio:tokenTypes.v1:word	κεφαλῆς	7653
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7654	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@αὐτοῦ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.55	urn:cite2:fufolio:tokenTypes.v1:word	αὐτοῦ	7654
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7655	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@δυεῖν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.56	urn:cite2:fufolio:tokenTypes.v1:word	δυεῖν	7655
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7656	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@οἰκετῶν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.57	urn:cite2:fufolio:tokenTypes.v1:word	οἰκετῶν	7656
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7657	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@ὑπερεχόντων[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.58	urn:cite2:fufolio:tokenTypes.v1:word	ὑπερεχόντων	7657
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7658	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@,[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.59	urn:cite2:fufolio:tokenTypes.v1:punc	,	7658
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7659	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@ὥστε[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.60	urn:cite2:fufolio:tokenTypes.v1:word	ὥστε	7659
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7660	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@μηδὲν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.61	urn:cite2:fufolio:tokenTypes.v1:word	μηδὲν	7660
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7661	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@ἐμπεσεῖν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.62	urn:cite2:fufolio:tokenTypes.v1:word	ἐμπεσεῖν	7661
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7662	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@τῶν[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.63	urn:cite2:fufolio:tokenTypes.v1:word	τῶν	7662
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7663	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@ἄνωθεν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.64	urn:cite2:fufolio:tokenTypes.v1:word	ἄνωθεν	7663
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7664	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@,[3]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.65	urn:cite2:fufolio:tokenTypes.v1:punc	,	7664
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7665	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@εἰ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.66	urn:cite2:fufolio:tokenTypes.v1:word	εἰ	7665
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7666	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@δὲ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.67	urn:cite2:fufolio:tokenTypes.v1:word	δὲ	7666
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7667	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@βιασθείη[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.68	urn:cite2:fufolio:tokenTypes.v1:word	βιασθείη	7667
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7668	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@προελθεῖν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.69	urn:cite2:fufolio:tokenTypes.v1:word	προελθεῖν	7668
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7669	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@,[4]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.70	urn:cite2:fufolio:tokenTypes.v1:punc	,	7669
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:7670	urn:cts:greekLit:tlg0007.tlg012.ziegler:27.4@ἐν[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:27.4.71	urn:cite2:fufolio:tokenTypes.v1:word	ἐν	7670
